Tract_Name,County,Municipality,Median_RE_Taxes,Data_Vintage, 
Mercer County Census Tract 16,Mercer,Trenton City,2850,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 17,Mercer,Trenton City,2946,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 18,Mercer,Trenton City,3344,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 19,Mercer,Trenton City,2065,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 20,Mercer,Trenton City,1963,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8090,Monmouth,Lake Como Borough,7173,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8091,Monmouth,Spring Lake Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8092,Monmouth,Sea Girt Borough,9940,2017-2021 American Community Survey 5-Year Estimates, 
Burlington County Census Tract 7011.03,Burlington,Burlington Township,7803,2017-2021 American Community Survey 5-Year Estimates, 
Burlington County Census Tract 7012.01,Burlington,Burlington City,6363,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8065.03,Monmouth,Ocean Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8065.04,Monmouth,Ocean Township,9784,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8070.04,Monmouth,Asbury Park City,7925,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8071,Monmouth,Asbury Park City,6705,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8073,Monmouth,Asbury Park City,3387,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 542,Bergen,Teaneck Township,8744,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 543,Bergen,Teaneck Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 544,Bergen,Teaneck Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Burlington County Census Tract 7012.03,Burlington,Burlington City,5994,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8096,Monmouth,Marlboro Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8097.03,Monmouth,Marlboro Township,9843,2017-2021 American Community Survey 5-Year Estimates, 
Burlington County Census Tract 7028.02,Burlington,Willingboro Township,6432,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8100.01,Monmouth,Manalapan Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8100.02,Monmouth,Manalapan Township,3346,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8100.03,Monmouth,Manalapan Township,8910,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8075,Monmouth,Neptune Township,6030,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8076,Monmouth,Neptune Township,4348,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8077,Monmouth,Neptune Township,5381,2017-2021 American Community Survey 5-Year Estimates, 
Burlington County Census Tract 7012.04,Burlington,Burlington City,5615,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8100.04,Monmouth,Manalapan Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8078,Monmouth,Neptune Township,6502,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8079,Monmouth,Neptune Township,6992,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8104.02,Monmouth,Freehold Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8083,Monmouth,Avon-by-the-Sea Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 528,Somerset,Peapack and Gladstone Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 490.01,Bergen,River Vale Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 500,Bergen,Rochelle Park Township,8393,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 512,Bergen,Rutherford Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 513,Bergen,Rutherford Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8013,Monmouth,Middletown Township,9321,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8046,Monmouth,Tinton Falls Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8014,Monmouth,Middletown Township,8858,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8018,Monmouth,Union Beach Borough,7213,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8016,Monmouth,Keansburg Borough/Middletown Township,5998,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8002,Monmouth,Atlantic Highlands Borough,9308,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8081,Monmouth,Neptune City Borough,7070,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8099.01,Monmouth,Colts Neck Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8053,Monmouth,Oceanport Borough,8937,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8015,Monmouth,Middletown Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8038,Monmouth,Rumson Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8037,Monmouth,Fair Haven Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8108,Monmouth,Freehold Borough,6494,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8009,Monmouth,Middletown Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8030,Monmouth,Matawan Borough,9230,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8065.01,Monmouth,Ocean Township,9681,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8119,Monmouth,Upper Freehold Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8086,Monmouth,Wall Township,9756,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8113.01,Monmouth,Howell Township,8058,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8022,Monmouth,Hazlet Township,7488,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8099.02,Monmouth,Colts Neck Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8033,Monmouth,Holmdel Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8105.01,Monmouth,Freehold Township,7619,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8066,Monmouth,Ocean Township,8528,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8072,Monmouth,Asbury Park City,4190,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8084.01,Monmouth,Belmar Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8088,Monmouth,Wall Township,8908,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8099.03,Monmouth,Colts Neck Township,,2017-2021 American Community Survey 5-Year Estimates,No Real Estate Tax Data
Monmouth County Census Tract 8106,Monmouth,Freehold Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8112,Monmouth,Howell Township,8500,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8063,Monmouth,Ocean Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8010,Monmouth,Middletown Township,9115,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8021,Monmouth,Hazlet Township,8957,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8050.01,Monmouth,Eatontown Borough,6212,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8019,Monmouth,Keyport Borough,6877,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8097.01,Monmouth,Marlboro Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8103,Monmouth,Englishtown Borough,8534,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8051,Monmouth,Eatontown Borough,9703,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8094,Monmouth,Brielle Borough,9944,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8113.03,Monmouth,Howell Township,8390,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8080.02,Monmouth,Neptune Township,7152,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8113.04,Monmouth,Howell Township,8683,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8004,Monmouth,Middletown Township,6539,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 411,Bergen,Palisades Park Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Burlington County Census Tract 7017,Burlington,Bordentown City,6996,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8005,Monmouth,Middletown Township,7762,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8006.01,Monmouth,Middletown Township,5845,2017-2021 American Community Survey 5-Year Estimates, 
Sussex County Census Tract 3739,Sussex,Stillwater Township,6940,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 11.02,Mercer,Trenton City,2785,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8111.01,Monmouth,Howell Township,5184,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8111.02,Monmouth,Howell Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8122,Monmouth,Eatontown Borough/Oceanport Borough,6501,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8123,Monmouth,Shrewsbury Borough/Shrewsbury Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8115.02,Monmouth,Howell Township,9291,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8062.01,Monmouth,West Long Branch Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8087.02,Monmouth,Wall Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8125.01,Monmouth,Millstone Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8115.01,Monmouth,Howell Township,8364,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 473,Bergen,Ridgewood Village,10000,2017-2021 American Community Survey 5-Year Estimates, 
Burlington County Census Tract 7028.06,Burlington,Willingboro Township,5857,2017-2021 American Community Survey 5-Year Estimates, 
Burlington County Census Tract 7028.08,Burlington,Willingboro Township,5823,2017-2021 American Community Survey 5-Year Estimates, 
Burlington County Census Tract 7028.09,Burlington,Willingboro Township,4465,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 514,Bergen,Rutherford Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 40.02,Bergen,Bogota Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 192.04,Bergen,Fort Lee Borough,4716,2017-2021 American Community Survey 5-Year Estimates, 
Burlington County Census Tract 7028.01,Burlington,Willingboro Township,6574,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 521,Bergen,Saddle Brook Township,9413,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 522,Bergen,Saddle Brook Township,8609,2017-2021 American Community Survey 5-Year Estimates, 
Burlington County Census Tract 7007.02,Burlington,Riverside Township,6110,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 452,Bergen,Ridgefield Borough,9194,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 461,Bergen,Ridgefield Park Village,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 471,Bergen,Ridgewood Village,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 472,Bergen,Ridgewood Village,10000,2017-2021 American Community Survey 5-Year Estimates, 
